recruitment_id,department,job_title,num_applicants,time_to_hire_days,cost_per_hire,source,offer_acceptance_rate
1366,Engineering,DevOps Engineer,89,39,8109.29,LinkedIn,0.64
1367,Product,UI Designer,178,84,6280.14,LinkedIn,0.8
1368,HR,HR Manager,174,34,1593.45,Job Portal,0.69
1369,Marketing,Marketing Specialist,104,72,6297.87,Recruiter,0.94
1370,Product,Product Analyst,292,85,2519.85,LinkedIn,1.0
1371,HR,HR Coordinator,169,37,6412.9,Job Portal,0.35
1372,HR,Talent Acquisition,121,20,6669.58,Recruiter,0.5
1373,Product,UI Designer,41,25,5489.24,Referral,0.67
1374,Engineering,Data Engineer,268,40,795.3,LinkedIn,0.82
1375,Finance,Accountant,265,58,1530.38,LinkedIn,0.65
1376,Product,Product Analyst,86,43,5826.9,Referral,0.37
1377,Finance,Payroll Specialist,239,15,2033.32,Recruiter,0.87
1378,Marketing,Marketing Specialist,14,65,1500.74,LinkedIn,0.4
1379,Finance,Accountant,210,60,1789.97,Referral,0.64
1380,Marketing,SEO Analyst,270,38,7798.61,Job Portal,0.61
1381,Sales,Sales Representative,176,44,4827.13,LinkedIn,0.65
1382,Engineering,Software Engineer,251,44,2492.69,Referral,0.4
1383,Product,Product Analyst,232,52,5030.52,Referral,0.41
1384,Finance,Payroll Specialist,78,11,7784.53,Recruiter,0.79
1385,Product,Product Manager,169,14,9597.51,LinkedIn,0.48
1386,Marketing,Social Media Manager,276,24,8598.8,LinkedIn,0.48
1387,Engineering,Data Engineer,291,76,3291.18,Referral,0.58
1388,Marketing,SEO Analyst,105,80,3966.04,Referral,0.5
1389,Engineering,DevOps Engineer,232,81,7373.38,Referral,0.98
1390,HR,HR Manager,89,11,7615.58,Recruiter,0.78
1391,Product,UI Designer,131,72,1186.04,Referral,0.82
1392,Sales,Sales Associate,268,7,2302.69,Recruiter,0.94
1393,Product,Product Analyst,221,40,1789.75,Job Portal,0.37
1394,Product,UX Designer,281,40,7825.0,Recruiter,0.6
1395,Sales,Account Executive,274,50,6151.73,Referral,0.72
1396,Finance,Financial Analyst,254,16,8077.0,Recruiter,0.84
1397,Engineering,Software Engineer,186,47,8999.47,Referral,0.98
1398,Engineering,DevOps Engineer,40,46,7890.12,LinkedIn,0.78
1399,Product,Product Analyst,286,8,1070.24,Recruiter,0.94
1400,Marketing,Social Media Manager,84,73,5934.78,Referral,0.99
1401,HR,HR Coordinator,100,37,4161.32,Referral,0.78
1402,Finance,Financial Analyst,134,37,3370.62,Referral,0.8
1403,Marketing,SEO Analyst,75,61,6269.8,Job Portal,0.99
1404,Marketing,Marketing Specialist,223,28,3288.69,Job Portal,0.85
1405,HR,Talent Acquisition,38,24,4824.24,LinkedIn,0.87
1406,Finance,Payroll Specialist,176,69,2778.35,LinkedIn,0.36
1407,HR,Recruitment Specialist,17,76,9559.11,Recruiter,0.99
1408,HR,Talent Acquisition,69,65,3491.36,Job Portal,0.66
1409,Marketing,Social Media Manager,193,86,7939.78,LinkedIn,0.9
1410,HR,Talent Acquisition,203,52,8454.23,LinkedIn,0.89
1411,Marketing,Social Media Manager,97,66,1283.18,Job Portal,0.78
1412,Marketing,Marketing Specialist,227,38,1814.25,Job Portal,0.75
1413,HR,Recruitment Specialist,107,8,4106.68,Referral,0.98
1414,Sales,Sales Associate,176,7,3249.57,LinkedIn,0.3
1415,Engineering,DevOps Engineer,268,39,9803.94,Referral,0.67
1416,Product,UX Designer,192,89,1203.08,Job Portal,0.79
1417,HR,Recruitment Specialist,55,17,9605.42,Recruiter,0.35
1418,Engineering,Software Engineer,103,35,3912.3,Referral,0.57
1419,Marketing,Marketing Specialist,286,17,5062.89,Recruiter,0.8
1420,Engineering,DevOps Engineer,101,85,6447.58,Job Portal,0.32
1421,Sales,Sales Representative,78,36,6373.9,Referral,0.94
1422,Sales,Account Executive,93,41,3730.44,Recruiter,0.63
1423,Engineering,Software Engineer,56,33,4914.55,Recruiter,0.43
1424,Marketing,Content Strategist,166,24,3125.73,LinkedIn,0.65
1425,Product,UI Designer,41,34,2924.94,Referral,0.34
1426,Product,UX Designer,142,61,1271.63,Job Portal,0.51
1427,Finance,Payroll Specialist,78,59,4519.98,Referral,1.0
1428,Product,Product Analyst,232,44,3840.71,Recruiter,0.67
1429,Engineering,Software Engineer,230,29,2715.11,Job Portal,0.36
1430,HR,HR Manager,39,10,1731.95,LinkedIn,0.85
1431,Sales,Sales Associate,175,52,1463.39,Recruiter,0.35
1432,HR,HR Coordinator,86,35,3914.29,Recruiter,0.61
1433,Marketing,SEO Analyst,234,46,5176.25,Job Portal,0.94
1434,Product,Product Manager,61,50,7198.91,Job Portal,0.32
1435,Finance,Finance Manager,276,88,7063.17,Job Portal,0.96
1436,Marketing,SEO Analyst,108,82,1233.55,LinkedIn,0.55
1437,Finance,Financial Analyst,29,87,1059.32,Recruiter,0.33
1438,Sales,Account Executive,55,51,7689.55,Job Portal,0.67
1439,HR,Recruitment Specialist,27,67,8102.16,LinkedIn,0.83
1440,Sales,Sales Representative,119,78,4615.72,Recruiter,0.49
1441,Product,UX Designer,40,78,3380.77,Job Portal,0.58
1442,Marketing,Social Media Manager,98,78,1954.84,Recruiter,0.96
1443,Engineering,Backend Developer,252,36,2503.92,Recruiter,0.8
1444,Finance,Financial Analyst,266,8,4242.45,Job Portal,0.92
1445,Engineering,DevOps Engineer,143,83,9677.65,LinkedIn,0.98
1446,Sales,Business Development Manager,282,58,6115.3,Referral,0.31
1447,Finance,Financial Analyst,133,44,5411.12,LinkedIn,0.66
1448,Marketing,Social Media Manager,18,68,4728.79,Referral,0.34
1449,Marketing,SEO Analyst,74,76,545.49,Job Portal,0.78
1450,HR,Talent Acquisition,280,74,2207.15,LinkedIn,0.34
1451,Marketing,Marketing Specialist,137,32,6447.41,Recruiter,0.38
1452,Sales,Sales Associate,187,40,6216.61,Recruiter,0.74
1453,HR,Talent Acquisition,202,37,6040.06,Job Portal,0.34
1454,HR,Recruitment Specialist,79,17,2707.33,Referral,0.9
1455,Sales,Sales Associate,157,9,3306.23,Job Portal,0.36
1456,Sales,Sales Representative,91,9,5789.33,LinkedIn,0.79
1457,Marketing,Social Media Manager,296,58,2044.54,Job Portal,0.96
1458,Marketing,Marketing Specialist,259,7,2893.51,Referral,0.89
1459,Finance,Finance Manager,252,52,8142.88,LinkedIn,0.69
1460,HR,HR Coordinator,27,12,2891.53,Recruiter,0.91
1461,Marketing,Content Strategist,140,81,6346.19,Referral,0.96
1462,HR,HR Manager,294,62,6231.22,Recruiter,0.55
1463,HR,HR Coordinator,48,32,9546.35,LinkedIn,0.92
1464,Engineering,Data Engineer,189,67,5638.93,Job Portal,0.66
1465,Finance,Payroll Specialist,48,76,4904.81,Referral,0.97
1466,Engineering,Software Engineer,237,44,3688.18,Referral,0.83
1467,Product,UI Designer,131,53,2436.99,Recruiter,0.57
1468,Finance,Finance Manager,65,28,3195.47,Recruiter,0.78
1469,Engineering,Data Engineer,141,9,9624.89,Recruiter,0.58
1470,Product,Product Manager,66,62,9637.38,Referral,0.86
1471,Engineering,DevOps Engineer,74,32,2264.84,LinkedIn,0.99
1472,HR,Talent Acquisition,248,72,1085.48,Recruiter,0.71
1473,HR,HR Coordinator,24,28,3311.92,Job Portal,0.3
1474,Engineering,Software Engineer,19,63,7789.63,Referral,0.57
1475,Sales,Sales Associate,29,34,4147.12,Job Portal,0.62
1476,Product,UX Designer,222,21,3339.67,LinkedIn,0.91
1477,Engineering,Software Engineer,118,76,4035.64,Referral,0.83
1478,Finance,Finance Manager,104,27,2552.44,Referral,0.38
1479,Sales,Sales Associate,111,31,6465.88,LinkedIn,0.48
1480,Sales,Sales Associate,60,89,6057.84,Recruiter,0.49
1481,Product,UI Designer,22,18,3845.63,Recruiter,0.58
1482,Product,Product Analyst,130,80,5067.47,Referral,0.78
1483,Engineering,Data Engineer,275,52,533.05,LinkedIn,0.83
1484,Finance,Accountant,265,22,5522.08,LinkedIn,0.6
1485,Finance,Accountant,265,69,8434.01,Recruiter,0.97
1486,Product,Product Analyst,165,45,1813.13,Recruiter,0.72
1487,Marketing,Marketing Specialist,294,34,9415.87,Recruiter,0.6
1488,Product,UX Designer,133,63,5464.54,LinkedIn,0.42
1489,Engineering,Data Engineer,224,66,8506.55,LinkedIn,0.92
1490,Marketing,Marketing Specialist,290,8,3270.91,Referral,0.88
1491,Finance,Payroll Specialist,196,83,6494.9,Recruiter,0.36
1492,Engineering,Data Engineer,90,68,3156.41,Recruiter,0.66
1493,HR,Recruitment Specialist,210,59,8245.19,Referral,0.78
1494,HR,Recruitment Specialist,116,8,9226.58,Recruiter,0.94
1495,Marketing,Marketing Specialist,162,80,9255.0,LinkedIn,0.37
1496,Engineering,DevOps Engineer,37,79,7987.8,Recruiter,0.98
1497,Sales,Business Development Manager,54,30,9573.43,Recruiter,0.83
1498,HR,HR Coordinator,173,81,8159.29,Referral,0.62
1499,Engineering,DevOps Engineer,154,16,8952.11,Recruiter,0.59
1500,HR,HR Coordinator,205,30,3584.95,Referral,0.46
1501,Engineering,Software Engineer,36,21,6714.37,Job Portal,0.47
1502,Engineering,Data Engineer,157,11,2330.85,Recruiter,0.64
1503,Marketing,Marketing Specialist,153,46,3482.51,Recruiter,0.74
1504,Finance,Accountant,247,48,5905.95,Referral,0.45
1505,Finance,Financial Analyst,282,55,4840.85,LinkedIn,0.59
1506,Engineering,Backend Developer,277,21,8980.35,LinkedIn,0.54
1507,Engineering,Data Engineer,226,71,2359.47,LinkedIn,0.84
1508,HR,Recruitment Specialist,46,48,6590.33,LinkedIn,0.7
1509,Engineering,Software Engineer,235,8,4160.37,Recruiter,0.36
1510,Engineering,DevOps Engineer,67,43,3357.64,LinkedIn,0.71
1511,Finance,Financial Analyst,218,30,1499.08,Job Portal,0.99
1512,HR,Talent Acquisition,93,18,7237.01,Referral,0.42
1513,Sales,Sales Associate,268,86,4530.29,Referral,0.56
1514,HR,HR Manager,137,42,8458.51,Referral,0.46
1515,Finance,Accountant,56,17,7850.11,Referral,0.34
1516,Marketing,SEO Analyst,239,50,4642.54,Recruiter,0.46
1517,Engineering,Backend Developer,130,20,2936.29,Job Portal,0.78
1518,HR,Talent Acquisition,95,35,8037.58,LinkedIn,0.49
1519,HR,Talent Acquisition,66,72,1373.47,Recruiter,0.8
1520,HR,HR Coordinator,22,41,4457.04,Recruiter,0.61
1521,HR,Recruitment Specialist,269,69,7929.2,Referral,0.44
1522,Engineering,Backend Developer,246,38,2078.35,LinkedIn,0.85
1523,Engineering,DevOps Engineer,225,60,5381.68,Referral,0.71
1524,Engineering,Backend Developer,275,48,7940.79,Job Portal,0.62
1525,Finance,Accountant,115,66,726.27,Job Portal,0.58
1526,Engineering,DevOps Engineer,203,54,7571.66,Referral,0.4
1527,Sales,Business Development Manager,217,20,3010.63,LinkedIn,0.33
1528,Finance,Financial Analyst,211,89,7721.75,Referral,0.89
1529,Product,UX Designer,256,7,4480.09,Referral,0.54
1530,Product,Product Manager,146,40,717.07,Recruiter,0.65
1531,Engineering,Software Engineer,256,66,5862.46,Job Portal,0.7
1532,HR,Talent Acquisition,227,7,6570.18,LinkedIn,0.45
1533,Marketing,Content Strategist,71,11,2128.75,Recruiter,0.51
1534,Sales,Account Executive,144,20,5338.64,Job Portal,0.65
1535,Product,Product Analyst,281,8,7772.74,Referral,0.47
1536,Product,Product Manager,267,28,1118.79,Job Portal,0.87
1537,Finance,Financial Analyst,87,67,8633.2,LinkedIn,0.68
1538,Product,UI Designer,209,36,3841.98,Referral,0.55
1539,Sales,Account Executive,261,17,9688.77,Referral,0.56
1540,Finance,Accountant,86,21,8315.53,Recruiter,0.67
1541,Finance,Finance Manager,112,43,7701.18,Referral,0.65
1542,HR,HR Manager,79,23,2002.28,LinkedIn,0.53
1543,Sales,Sales Associate,101,42,5263.24,Referral,0.52
1544,HR,HR Coordinator,289,58,3752.92,LinkedIn,0.55
1545,Engineering,DevOps Engineer,161,71,8065.02,LinkedIn,0.59
1546,HR,Recruitment Specialist,272,86,3644.53,Recruiter,0.6
1547,Marketing,Social Media Manager,10,66,6974.1,LinkedIn,0.46
1548,HR,HR Coordinator,252,7,4761.97,Referral,0.78
1549,Product,Product Analyst,61,89,7790.36,Job Portal,0.93
1550,Sales,Sales Associate,243,15,2052.07,Job Portal,0.64
1551,Sales,Sales Associate,277,25,3409.33,Recruiter,0.83
1552,HR,HR Coordinator,37,40,1825.7,Recruiter,0.6
1553,Sales,Business Development Manager,113,15,5941.56,Referral,0.55
1554,Marketing,SEO Analyst,229,40,3940.86,Recruiter,0.54
1555,Engineering,DevOps Engineer,291,48,7956.67,LinkedIn,0.82
1556,Engineering,Backend Developer,236,19,3147.9,Referral,0.54
1557,Sales,Account Executive,155,65,6246.27,Job Portal,0.39
1558,Sales,Account Executive,66,84,5635.18,Recruiter,0.68
1559,Engineering,Backend Developer,59,39,7281.49,LinkedIn,0.99
1560,Marketing,Marketing Specialist,19,64,7437.12,Referral,0.75
1561,HR,HR Manager,56,30,9165.07,Recruiter,0.85
1562,Engineering,DevOps Engineer,153,70,6108.14,LinkedIn,0.74
1563,Engineering,Software Engineer,208,41,7220.17,Recruiter,0.74
1564,Engineering,Data Engineer,86,21,9662.19,Job Portal,0.81
1565,Sales,Business Development Manager,68,87,7280.27,Recruiter,0.48
1566,Sales,Business Development Manager,53,27,9884.83,LinkedIn,0.69
1567,Product,Product Manager,57,68,6064.11,Referral,0.77
1568,Finance,Payroll Specialist,248,61,9874.37,Job Portal,0.95
1569,Engineering,DevOps Engineer,212,73,2220.84,Referral,0.34
1570,Sales,Sales Associate,78,71,6388.75,Referral,0.65
1571,Engineering,Backend Developer,166,84,3884.14,Referral,0.41
1572,HR,HR Coordinator,46,52,6226.49,LinkedIn,0.38
1573,Sales,Sales Associate,131,13,1012.36,Recruiter,0.91
1574,Engineering,Backend Developer,235,87,3507.57,Job Portal,0.35
1575,Sales,Sales Representative,299,53,688.51,Recruiter,0.59
1576,Product,Product Manager,26,49,5128.79,Recruiter,0.38
1577,Marketing,SEO Analyst,58,81,5403.67,Referral,0.41
1578,Marketing,Social Media Manager,22,81,5204.63,Referral,0.77
1579,HR,Talent Acquisition,201,24,9163.45,LinkedIn,0.65
1580,Finance,Financial Analyst,104,12,4575.45,LinkedIn,0.6
1581,HR,HR Coordinator,254,53,2501.44,LinkedIn,0.79
1582,Product,Product Analyst,218,86,8516.43,Referral,0.43
1583,Engineering,Backend Developer,247,47,9345.46,Recruiter,0.53
1584,Marketing,Social Media Manager,89,72,2483.56,Recruiter,0.99
1585,Product,Product Analyst,227,7,2714.72,Referral,0.36
1586,Sales,Account Executive,161,54,1842.83,Job Portal,0.87
1587,Engineering,Software Engineer,104,8,7839.64,Recruiter,0.91
1588,Product,UI Designer,175,77,8980.57,Recruiter,0.93
1589,Product,Product Manager,13,84,8157.61,Referral,0.49
1590,Engineering,Data Engineer,271,88,4273.68,LinkedIn,0.92
1591,Product,Product Manager,171,35,2103.86,Recruiter,0.51
1592,Product,Product Analyst,264,71,9529.03,Recruiter,0.5
1593,Sales,Sales Associate,155,33,3318.2,Referral,0.81
1594,Product,UI Designer,110,33,9200.78,Job Portal,0.74
1595,HR,HR Coordinator,218,8,7318.98,Recruiter,0.6
1596,HR,HR Coordinator,41,54,9234.56,LinkedIn,0.65
1597,Finance,Finance Manager,249,23,6924.78,Job Portal,0.64
1598,Finance,Payroll Specialist,122,45,2160.83,Recruiter,0.56
1599,Sales,Account Executive,72,45,4848.52,Recruiter,0.64
1600,Product,Product Manager,159,14,1882.24,Job Portal,0.52
1601,Finance,Finance Manager,133,52,2595.88,Recruiter,0.46
1602,HR,HR Manager,44,9,3816.63,Recruiter,0.88
1603,Engineering,Backend Developer,256,71,1909.25,Recruiter,0.95
1604,Sales,Business Development Manager,148,35,3402.17,LinkedIn,0.76
1605,HR,Recruitment Specialist,285,37,1405.79,Referral,0.91
1606,HR,HR Manager,83,77,957.64,Referral,0.51
1607,Finance,Financial Analyst,37,57,1933.76,Referral,0.39
1608,HR,Recruitment Specialist,176,83,2522.66,Referral,0.49
1609,Product,Product Analyst,233,64,3126.99,Recruiter,0.46
1610,Engineering,Backend Developer,126,27,6297.13,Job Portal,0.48
1611,Engineering,Data Engineer,195,32,2490.01,Recruiter,0.4
1612,Engineering,Backend Developer,144,69,8867.87,Recruiter,0.75
1613,Product,Product Analyst,78,67,1240.58,Recruiter,0.91
1614,Marketing,SEO Analyst,60,66,7893.73,Recruiter,0.79
1615,Marketing,Content Strategist,30,56,8064.69,Referral,0.7
1616,Product,UI Designer,26,8,3968.06,Referral,0.42
1617,Engineering,Backend Developer,103,75,6469.16,LinkedIn,0.61
1618,Marketing,Marketing Specialist,253,12,6146.61,Recruiter,0.57
1619,HR,Talent Acquisition,100,34,9080.92,Referral,0.44
1620,Sales,Account Executive,13,68,9772.69,Recruiter,0.46
1621,Finance,Payroll Specialist,200,25,3543.14,Recruiter,0.62
1622,Marketing,Marketing Specialist,163,54,5370.71,Referral,0.74
1623,Product,UI Designer,266,67,1770.09,Job Portal,0.37
1624,Finance,Financial Analyst,250,34,7654.18,LinkedIn,0.55
1625,Marketing,Content Strategist,255,20,9343.25,Recruiter,0.67
1626,Product,Product Manager,131,76,1586.54,LinkedIn,0.68
1627,Finance,Financial Analyst,92,89,7656.53,Job Portal,0.5
1628,Product,UX Designer,119,8,5255.62,Job Portal,0.74
1629,HR,Recruitment Specialist,176,77,9692.83,Job Portal,0.51
1630,Finance,Finance Manager,241,40,1320.55,Job Portal,0.31
1631,Marketing,Marketing Specialist,145,16,8849.21,Referral,0.83
1632,Finance,Payroll Specialist,135,64,5965.94,Recruiter,0.59
1633,HR,HR Coordinator,169,42,6104.18,Job Portal,0.98
1634,Finance,Finance Manager,284,71,1452.01,LinkedIn,0.4
1635,Sales,Account Executive,265,38,3215.61,LinkedIn,0.59
1636,Marketing,Social Media Manager,155,33,3367.95,Recruiter,0.71
1637,Marketing,Social Media Manager,199,83,2217.35,Referral,0.67
1638,HR,Talent Acquisition,263,40,3324.85,Job Portal,0.48
1639,Marketing,Content Strategist,39,19,2481.19,Job Portal,0.94
1640,Engineering,Software Engineer,53,17,5669.61,Recruiter,0.66
1641,Sales,Business Development Manager,184,71,3776.46,Referral,0.89
1642,Marketing,Social Media Manager,71,15,4816.89,Referral,0.82
1643,Product,Product Manager,198,40,4313.39,Referral,0.59
1644,Sales,Sales Representative,191,89,4044.9,Job Portal,0.77
1645,Sales,Sales Associate,18,77,687.2,Job Portal,0.38
1646,HR,Talent Acquisition,212,75,6518.33,LinkedIn,0.97
1647,Engineering,Software Engineer,286,27,6830.35,Recruiter,0.73
1648,Finance,Finance Manager,104,57,7186.28,Referral,0.38
1649,HR,Talent Acquisition,105,59,7630.05,Referral,0.88
1650,Finance,Payroll Specialist,50,87,7099.53,Referral,0.86
1651,HR,HR Manager,281,8,4705.04,Referral,0.58
1652,Marketing,Marketing Specialist,248,59,2922.38,Job Portal,0.4
1653,HR,HR Coordinator,213,34,5464.23,LinkedIn,0.57
1654,Sales,Business Development Manager,19,11,9935.34,Recruiter,0.73
1655,Engineering,DevOps Engineer,207,17,3030.44,LinkedIn,0.91
1656,Marketing,Marketing Specialist,110,14,5294.51,Recruiter,0.48
1657,Finance,Accountant,240,82,3427.94,Job Portal,0.57
1658,HR,Recruitment Specialist,11,20,4061.51,Job Portal,0.97
1659,HR,HR Manager,284,73,5086.81,Referral,0.86
1660,Marketing,Marketing Specialist,199,85,7348.12,Referral,0.66
1661,Finance,Finance Manager,139,89,7902.44,Recruiter,0.58
1662,Sales,Account Executive,283,89,2058.59,Referral,0.77
1663,Finance,Finance Manager,167,13,7636.64,Job Portal,0.88
1664,Product,UX Designer,262,82,6944.08,Recruiter,0.38
1665,Sales,Sales Associate,286,77,7164.35,Job Portal,0.95
1666,Marketing,Content Strategist,75,43,5776.65,Job Portal,0.43
1667,Product,UI Designer,255,42,2981.86,LinkedIn,0.8
1668,Marketing,SEO Analyst,294,60,3890.88,Referral,0.4
1669,Engineering,Backend Developer,223,72,7419.63,Recruiter,0.38
1670,HR,Talent Acquisition,67,86,1099.34,Recruiter,0.43
1671,HR,HR Coordinator,185,8,1121.72,Recruiter,0.33
1672,Engineering,Backend Developer,89,42,7710.52,LinkedIn,0.95
1673,HR,Recruitment Specialist,262,61,5928.47,Referral,0.38
1674,Sales,Account Executive,10,87,1803.68,Job Portal,0.85
1675,Product,Product Analyst,110,35,1105.68,Recruiter,0.82
1676,HR,HR Coordinator,245,30,5415.47,LinkedIn,0.77
1677,Engineering,DevOps Engineer,268,33,9511.04,Recruiter,0.95
1678,Product,UI Designer,140,32,7697.03,LinkedIn,0.98
1679,Marketing,SEO Analyst,62,77,6146.63,Job Portal,0.34
1680,Engineering,DevOps Engineer,239,68,8566.13,Recruiter,0.93
1681,Product,Product Manager,108,7,3578.05,Job Portal,0.3
1682,Product,UX Designer,161,85,5924.24,Referral,0.79
1683,Marketing,Content Strategist,171,15,9359.37,Recruiter,0.59
1684,Product,UX Designer,129,69,3386.62,Referral,0.33
1685,HR,Recruitment Specialist,268,57,1978.57,Recruiter,0.65
1686,Marketing,Social Media Manager,36,19,6878.33,Job Portal,0.57
1687,HR,HR Coordinator,206,39,7045.01,Recruiter,0.5
1688,Sales,Sales Associate,291,87,3903.65,Referral,0.46
1689,Finance,Financial Analyst,179,88,1064.75,LinkedIn,0.82
1690,Sales,Business Development Manager,86,61,6203.04,Recruiter,0.47
1691,Sales,Business Development Manager,51,22,931.19,Job Portal,0.55
1692,Marketing,Marketing Specialist,252,81,2924.36,Job Portal,0.84
1693,HR,HR Manager,252,85,1686.88,Job Portal,0.67
1694,Marketing,Marketing Specialist,80,67,1551.71,Recruiter,0.9
1695,HR,HR Manager,193,47,896.58,Job Portal,0.86
1696,Marketing,SEO Analyst,228,78,7484.92,Job Portal,0.35
1697,Engineering,Software Engineer,35,74,9529.34,Referral,0.72
1698,Sales,Sales Associate,140,53,5293.96,Referral,0.44
1699,HR,Recruitment Specialist,104,13,7898.27,Job Portal,0.41
1700,Finance,Finance Manager,238,75,4739.63,LinkedIn,0.63
1701,Engineering,Backend Developer,53,68,4814.85,Recruiter,0.82
1702,Engineering,DevOps Engineer,25,49,7761.09,Referral,0.93
1703,Finance,Financial Analyst,78,48,7207.2,Recruiter,0.88
1704,Product,UI Designer,41,24,1814.48,Job Portal,0.99
1705,Marketing,SEO Analyst,32,58,9244.73,Referral,0.39
1706,Product,Product Analyst,54,71,9816.97,Referral,0.54
1707,Marketing,Social Media Manager,67,63,1153.97,Recruiter,0.42
1708,Marketing,Social Media Manager,206,29,1852.2,Job Portal,0.59
1709,Marketing,Content Strategist,231,34,9478.49,Recruiter,0.73
1710,HR,Talent Acquisition,141,32,5832.66,Job Portal,0.96
1711,Engineering,Backend Developer,12,10,7246.42,Referral,0.31
1712,Finance,Financial Analyst,73,36,4077.43,Referral,0.92
1713,Finance,Financial Analyst,124,59,3838.2,Recruiter,0.9
1714,HR,HR Coordinator,278,22,6723.63,Job Portal,0.67
1715,Product,UX Designer,187,24,7180.9,Job Portal,0.51
1716,Product,UX Designer,113,19,1112.54,LinkedIn,0.5
1717,Product,Product Analyst,95,65,9876.15,Recruiter,0.9
1718,Finance,Payroll Specialist,126,23,6958.8,LinkedIn,0.6
1719,Engineering,Backend Developer,128,66,1098.23,Job Portal,0.77
1720,Marketing,Marketing Specialist,83,58,1082.99,Referral,0.99
1721,Product,UI Designer,193,84,9535.61,LinkedIn,0.78
1722,HR,Recruitment Specialist,72,71,3219.78,Referral,0.53
1723,Marketing,Social Media Manager,177,45,3481.81,Job Portal,0.91
1724,Sales,Sales Associate,218,45,5106.0,LinkedIn,0.93
1725,Engineering,Data Engineer,50,57,2357.11,Job Portal,0.83
1726,Marketing,SEO Analyst,209,89,921.17,LinkedIn,0.97
1727,HR,HR Coordinator,106,39,3520.43,LinkedIn,0.87
1728,Engineering,Software Engineer,68,18,1909.3,Recruiter,0.46
1729,Engineering,Backend Developer,281,16,6334.13,Job Portal,0.92
1730,Marketing,Marketing Specialist,294,22,1676.63,Referral,0.5
1731,Sales,Sales Associate,29,66,9654.51,Referral,0.97
1732,Engineering,Backend Developer,131,20,7818.37,LinkedIn,0.7
1733,Engineering,Data Engineer,192,84,8715.03,Recruiter,0.84
1734,Finance,Finance Manager,283,20,6866.02,Job Portal,0.89
1735,HR,HR Manager,101,82,9275.14,Job Portal,0.96
1736,Marketing,SEO Analyst,277,26,4417.33,Recruiter,0.31
1737,Sales,Account Executive,28,76,1603.19,Job Portal,0.44
1738,Marketing,SEO Analyst,145,36,6301.8,LinkedIn,0.43
1739,Finance,Finance Manager,249,43,8329.37,Recruiter,0.41
1740,Engineering,Backend Developer,73,23,9064.83,Job Portal,0.94
1741,Engineering,Backend Developer,154,68,3397.31,LinkedIn,0.59
1742,Product,Product Analyst,73,37,1321.32,Referral,0.5
1743,Finance,Finance Manager,109,12,4049.17,Referral,0.32
1744,Marketing,SEO Analyst,69,81,4525.6,LinkedIn,0.62
1745,Product,Product Analyst,228,50,1485.89,Job Portal,0.74
1746,Product,UX Designer,28,32,4521.89,Job Portal,0.76
1747,Engineering,Data Engineer,231,74,4922.53,Job Portal,0.6
1748,Engineering,Data Engineer,201,79,6843.27,Recruiter,0.91
1749,Product,UI Designer,195,72,1847.19,Referral,0.78
1750,Sales,Sales Representative,56,63,4549.82,Job Portal,0.32
1751,Finance,Finance Manager,65,32,9998.91,LinkedIn,0.6
1752,HR,HR Coordinator,143,33,3434.36,Recruiter,0.82
1753,Engineering,Backend Developer,39,79,2589.58,Recruiter,0.99
1754,Sales,Sales Representative,196,49,1044.66,Recruiter,0.33
1755,HR,HR Manager,254,33,1338.99,Job Portal,0.44
1756,HR,HR Coordinator,18,11,5480.52,LinkedIn,0.35
1757,Engineering,DevOps Engineer,264,60,3642.17,Job Portal,0.54
1758,HR,HR Coordinator,183,49,8204.09,Recruiter,0.94
1759,HR,HR Manager,292,15,687.04,Referral,0.66
1760,Marketing,Content Strategist,19,12,7932.75,LinkedIn,0.95
1761,Engineering,Data Engineer,65,34,8167.18,Referral,0.43
1762,Engineering,Data Engineer,277,13,2068.03,Job Portal,0.91
1763,Marketing,Social Media Manager,293,89,8617.11,LinkedIn,0.37
1764,Finance,Payroll Specialist,68,55,1586.64,Referral,0.72
1765,Finance,Finance Manager,71,33,5735.4,Referral,0.52
1766,Product,UX Designer,173,22,6211.16,Job Portal,0.89
1767,Sales,Sales Representative,264,24,6284.38,Referral,0.5
1768,Engineering,Data Engineer,274,7,5298.48,Job Portal,0.89
1769,HR,Recruitment Specialist,135,50,6674.9,Referral,0.53
1770,Product,Product Manager,241,79,4431.86,Job Portal,0.37
1771,Engineering,Software Engineer,100,83,9966.55,Job Portal,0.91
1772,HR,HR Coordinator,299,24,5939.31,Recruiter,0.37
1773,Engineering,DevOps Engineer,184,22,1966.02,Referral,0.74
1774,Product,UX Designer,121,26,5046.01,Referral,0.66
1775,Finance,Finance Manager,274,38,8847.64,Referral,0.84
1776,Sales,Sales Representative,57,40,2032.69,LinkedIn,0.78
1777,Finance,Payroll Specialist,91,40,5927.71,Recruiter,0.76
1778,Product,UI Designer,286,7,8604.76,Job Portal,0.59
1779,HR,Recruitment Specialist,236,7,6727.95,Recruiter,0.76
1780,Product,UX Designer,58,19,2497.76,Recruiter,0.57
1781,Sales,Business Development Manager,32,66,5569.22,LinkedIn,0.62
1782,Engineering,DevOps Engineer,38,34,6764.96,Job Portal,0.4
1783,Finance,Financial Analyst,110,14,831.1,Recruiter,0.42
1784,HR,HR Coordinator,276,73,6369.72,Referral,0.98
1785,HR,Talent Acquisition,200,9,7625.16,Job Portal,0.89
